duration_ms
4
3
3
3
5
7
3
7
9
3
3
6
5
4
3
5
7
3
3
4
4
3
4
3
4
3
5
4
6
3
3
3
4
9
4
4
3
5
3
3
6
3
5
3
3
3
3
3
7
7
3
3
6
6
3
3
3
3
3
3
3
3
3
9
3
4
3
5
7
5
3
3
3
4
4
4
3
4
8
4
3
5
3
4
3
3
3
3
3
3
3
3
4
5
3
3
4
3
4
9
4
3
8
4
3
3
5
3
3
3
4
3
4
3
18
6
3
3
4
5
3
3
3
8
3
5
3
3
3
4
4
3
4
7
3
3
4
4
3
3
3
5
3
4
3
5
4
3
3
3
3
4
6
3
3
8
3
3
3
3
6
3
3
13
3
3
3
3
4
5
3
4
3
3
6
3
3
3
3
3
3
11
3
3
3
5
3
12
4
5
3
3
6
4
3
3
3
3
4
5
3
3
3
3
4
3
3
5
6
3
4
9
4
4
3
3
4
4
3
3
3
3
3
3
3
4
3
3
5
3
3
7
3
4
3
3
3
3
3
3
3
3
3
5
7
3
10
3
4
3
3
3
3
4
4
3
3
3
3
7
4
3
3
3
4
3
3
7
5
3
7
3
14
5
8
3
3
8
3
8
5
3
4
8
3
4
4
4
4
3
3
3
4
4
4
3
4
3
8
3
4
5
4
3
4
12
4
3
3
3
8
5
4
4
3
5
4
3
3
4
3
5
9
3
10
3
6
7
7
3
11
4
3
4
3
3
4
3
3
9
5
47
3
3
3
3
3
3
3
3
3
3
3
4
5
10
3
4
3
3
7
5
4
3
5
11
4
4
4
3
3
4
3
3
4
17
19
7
3
3
3
3
3
3
3
3
6
3
5
3
7
3
4
3
4
3
3
10
3
4
4
12
5
3
3
3
4
3
15
4
4
3
8
3
4
12
3
8
4
3
15
6
3
3
3
3
4
4
8
4
3
5
4
4
3
3
3
3
3
15
4
5
3
3
4
3
4
3
3
3
3
10
3
4
10
4
4
10
3
7
4
4
3
4
3
3
4
4
3
3
3
3
4
3
3
3
4
5
3
4
3
7
8
7
3
8
8
4
4
3
3
3
3
3
10
3
3
3
3
6
3
3
3
3
17
7
3
3
4
3
3
3
4
3
3
3
3
8
3
3
3
4
4
3
16
3
4
4
3
14
10
3
4
3
3
4
4
3
4
3
3
7
3
4
3
3
3
6
3
3
3
4
3
3
4
3
4
3
6
3
4
4
3
4
7
3
3
4
8
4
4
3
5
4
3
3
3
4
4
3
4
11
3
3
4
4
11
4
3
3
4
3
4
3
7
4
12
3
4
3
3
3
3
3
3
4
4
3
4
3
4
4
4
3
3
4
7
3
5
4
3
6
6
16
5
7
3
3
8
3
4
3
3
3
9
5
3
3
4
3
3
5
6
4
3
3
3
6
4
3
3
4
5
3
4
3
6
5
3
3
3
3
3
3
4
3
12
4
3
4
7
4
4
4
3
5
3
3
3
4
3
9
8
3
5
3
5
6
3
4
7
10
3
4
4
6
6
4
4
4
4
3
3
3
3
3
4
3
4
3
3
8
3
3
5
5
4
3
3
3
3
4
4
4
4
3
4
4
4
5
7
4
5
3
3
9
6
4
3
3
6
6
3
4
4
4
9
3
3
4
3
3
3
3
4
4
4
4
4
4
4
3
4
8
21
3
3
4
11
4
3
4
4
26
3
3
3
6
5
4
3
3
3
3
3
4
5
4
3
3
4
3
3
4
4
3
3
8
4
3
3
3
3
3
10
4
5
3
3
3
3
3
4
3
3
5
3
4
11
3
3
3
3
3
4
4
4
3
3
3
3
4
20
3
3
3
3
4
4
4
5
3
4
3
10
3
6
4
3
4
3
10
3
5
3
3
3
3
3
5
4
4
3
4
7
6
3
3
3
4
4
4
4
3
3
3
3
3
3
3
4
10
4
3
7
5
4
3
4
6
5
4
3
3
3
4
3
4
18
3
3
4
4
3
6
4
3
3
4
7
3
3
4
4
9
3
7
4
3
3
5
3
3
3
3
4
3
3
5
4
5
4
11
4
4
3
8
14
9
3
4
4
3
4
3
3
3
6
3
3
4
3
9
4
3
13
3
5
4
3
3
3
5
4
3
3
7
4
4
4
5
3
4
3
4
3
5
4
4
4
7
7
4
4
30
10
5
3
5
3
4
3
12
3
3
8
3
9
3
3
3
4
3
5
4
4
6
4
5
3
3
3
5
4
4
3
6
3
4
3
4
9
3
3
7
3
5
3
4
9
6
8
3
4
3
3
3
3
4
4
3
3
3
5
3
3
5
4
9
3
3
3
3
4
3
5
3
11
6
9
4
4
6
3
4
3
4
3
3
3
3
4
4
3
4
4
4
3
4
6
4
4
4
19
8
3
4
3
3
3
7
4
7
3
3
4
3
5
3
3
3
3
3
6
6
5
3
4
4
3
3
3
6
3
4
3
7
5
3
4
4
3
3
4
3
3
3
3
4
3
6
3
3
3
3
4
12
3
4
3
4
3
4
3
3
3
4
8
4
4
6
3
5
3
3
3
5
4
4
3
3
3
4
5
3
4
3
3
3
3
3
3
3
3
3
3
3
4
3
8
3
4
3
3
3
3
4
3
3
3
4
3
3
3
3
36
3
4
4
9
3
3
4
3
4
3
4
3
4
5
3
5
4
3
5
4
3
5
3
3
3
5
10
4
3
13
4
3
4
3
3
4
3
4
4
3
4
4
10
7
3
18
6
4
6
4
29
3
3
3
3
3
3
3
4
3
4
4
6
3
6
3
4
3
3
3
5
3
4
3
3
9
4
4
44
34
4
3
3
5
3
3
4
5
4
4
3
8
3
3
3
5
5
4
3
17
3
3
3
4
3
5
4
3
4
39
3
3
3
4
3
3
4
10
4
3
3
11
3
3
3
3
7
3
3
4
3
3
3
3
3
4
4
4
3
8
9
10
9
3
3
20
4
3
4
4
3
4
3
6
3
3
4
10
6
5
3
3
3
3
11
4
3
3
4
3
3
3
4
3
4
8
11
8
4
7
3
5
3
4
3
9
3
4
4
3
4
4
3
3
3
3
3
3
3
3
4
3
3
3
4
10
3
4
4
3
4
4
3
3
3
4
5
3
3
4
4
3
3
4
5
3
8
4
3
7
20
5
5
12
4
3
4
6
4
6
3
4
3
4
3
5
6
6
3
3
4
4
6
3
10
9
14
4
4
4
3
5
3
3
4
3
4
4
4
4
4
9
5
8
4
11
3
12
3
5
3
6
12
4
4
6
4
4
4
6
11
3
4
3
12
3
4
13
4
4
4
3
4
3
4
3
3
5
5
4
4
8
8
5
3
15
4
5
5
3
3
3
3
3
3
3
3
4
11
9
4
9
3
3
3
3
3
3
3
4
11
3
3
7
4
3
3
3
4
4
3
10
3
3
4
6
4
3
6
7
4
7
3
5
3
3
6
3
4
4
3
3
3
3
3
3
4
3
3
5
3
5
3
4
4
3
15
10
4
5
3
3
4
3
13
9
4
3
4
4
7
3
3
4
3
4
3
3
5
3
9
3
3
3
3
3
3
3
4
5
3
23
3
3
4
3
3
4
4
5
3
3
5
3
4
3
4
3
3
3
3
5
4
4
3
3
8
4
4
4
3
11
6
3
6
3
3
6
8
3
6
8
3
8
5
3
4
3
19
15
3
3
7
4
3
3
3
3
3
3
3
3
7
3
5
3
6
3
3
4
3
5
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
4
6
3
3
6
5
3
3
3
3
3
3
3
3
3
7
6
6
4
3
3
3
3
3
3
3
4
3
12
4
17
4
7
3
3
3
3
3
3
5
4
3
3
5
3
4
3
3
4
3
3
3
4
10
3
4
6
3
3
3
7
3
3
3
5
4
3
3
3
3
10
3
4
3
3
3
3
4
5
3
3
3
14
3
3
3
3
3
4
4
3
8
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
9
24
4
3
3
4
3
3
3
3
3
4
7
3
4
3
3
3
3
9
5
3
3
3
3
3
3
3
3
5
4
3
3
3
3
9
4
3
3
7
3
3
3
3
7
5
3
3
3
3
4
3
3
3
3
4
5
3
5
3
3
3
3
3
3
4
3
6
3
3
3
7
3
4
3
3
3
3
3
3
6
3
4
3
3
22
7
3
3
3
9
3
3
3
3
3
3
3
3
4
3
3
3
4
3
4
3
3
3
4
4
3
4
3
3
3
3
3
3
4
3
3
4
4
3
3
6
3
3
5
4
3
4
3
3
6
4
3
3
4
3
3
4
3
3
4
3
3
4
7
3
3
3
3
3
3
3
6
7
6
5
3
3
4
3
4
3
16
3
4
3
3
3
7
5
3
3
4
4
6
3
4
3
3
4
4
4
7
3
3
4
3
3
3
3
3
4
4
3
3
3
4
4
4
24
3
4
3
3
3
3
3
3
3
3
3
3
7
3
4
3
64
16
8
9
3
4
3
4
3
3
3
9
4
3
3
3
6
3
8
3
4
3
10
4
3
6
3
5
4
3
4
3
3
15
4
3
3
3
3
3
12
3
5
3
3
5
8
4
4
3
3
30
3
4
11
3
4
3
3
4
7
3
4
3
10
3
4
4
3
19
3
4
4
4
3
4
4
6
4
3
3
3
3
7
5
3
14
7
3
5
7
4
3
3
3
3
3
3
3
4
3
3
3
3
4
3
3
3
6
9
3
3
3
3
3
3
7
3
6
5
3
4
3
3
3
7
3
4
3
7
5
3
3
3
3
3
4
5
3
3
3
3
8
3
3
4
3
13
4
3
4
3
3
3
3
3
3
3
3
3
3
4
7
3
3
3
3
11
7
5
5
3
3
9
4
3
4
6
13
3
3
8
3
3
3
5
3
10
4
3
3
4
4
5
5
4
7
3
3
3
3
3
3
4
3
18
9
4
4
3
6
8
3
22
3
3
3
3
5
3
3
6
3
3
3
10
3
3
6
3
3
3
5
8
10
4
6
3
3
3
3
4
3
3
4
3
3
3
3
6
4
3
3
3
3
3
3
7
3
9
4
10
3
3
4
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
4
6
4
3
3
19
5
3
3
3
6
3
3
4
3
4
4
3
3
3
3
3
3
4
3
5
3
9
5
3
3
4
5
3
3
3
5
3
3
3
3
4
3
3
9
5
3
3
3
4
4
3
3
3
3
3
3
3
3
3
4
7
3
7
3
3
3
3
4
3
3
3
3
5
17
4
5
3
4
3
3
4
3
4
3
3
3
3
18
3
6
3
28
3
5
10
3
3
3
3
3
3
4
6
4
11
3
9
3
3
3
3
3
4
3
3
3
3
5
10
4
10
3
4
5
3
3
3
3
4
3
3
7
3
6
4
3
3
3
31
7
4
5
3
8
4
3
3
4
4
11
3
3
3
4
3
4
4
3
13
3
3
4
3
3
3
3
4
3
3
3
3
3
3
4
4
3
3
3
3
3
3
4
32
22
3
3
3
3
3
3
4
3
3
5
9
7
3
3
3
11
3
3
4
3
3
3
5
3
3
8
4
5
10
5
11
4
3
5
11
5
3
17
3
3
3
3
6
3
5
3
4
3
3
3
3
3
3
3
4
4
11
3
3
3
5
3
3
5
9
3
3
4
3
4
3
9
3
3
3
3
3
3
3
3
3
3
3
13
3
4
4
3
3
9
3
3
5
3
3
7
7
3
5
3
3
3
4
4
10
3
3
9
3
3
4
7
3
3
9
3
4
13
5
9
3
3
4
4
3
4
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
27
5
12
4
4
3
16
3
11
8
20
7
3
4
3
5
4
3
3
4
10
3
3
3
4
4
3
8
3
3
8
3
4
3
3
3
3
3
3
3
7
4
3
3
6
3
3
3
3
11
3
3
3
3
3
4
3
6
3
9
13
3
10
3
15
6
3
5
3
3
3
3
3
3
9
3
17
3
3
5
3
3
3
3
3
6
3
3
3
3
3
3
3
10
4
3
3
6
3
3
3
3
3
3
4
3
3
5
3
5
3
3
3
3
8
7
6
3
3
23
20
4
4
5
3
3
3
4
4
3
4
4
3
4
3
3
7
4
4
7
10
6
3
3
3
3
3
3
3
3
3
3
3
4
4
4
3
8
3
5
4
4
3
4
4
6
4
5
3
3
3
4
3
5
6
3
3
3
3
5
3
6
3
7
3
10
4
3
5
4
7
3
3
3
3
3
3
3
4
3
7
4
3
3
3
3
4
3
5
3
3
4
3
3
3
3
6
4
4
3
4
18
6
3
3
4
3
7
3
3
3
3
3
3
3
3
4
3
3
3
4
10
6
3
4
3
4
3
5
3
4
4
3
5
9
8
3
4
3
4
3
4
3
4
4
3
3
8
3
7
3
3
4
4
5
7
4
4
7
4
3
7
3
3
4
6
11
4
4
12
4
3
3
6
3
4
9
3
3
4
5
3
4
3
3
3
5
3
3
3
3
5
4
7
3
4
3
11
3
3
3
7
4
4
3
4
3
3
4
3
5
3
4
3
5
3
3
3
8
3
3
7
12
5
3
3
3
6
3
3
8
4
3
3
4
16
3
8
7
4
4
8
17
3
8
3
3
8
5
3
3
3
4
8
3
4
3
3
3
3
4
3
6
4
4
13
11
3
4
3
5
3
3
3
6
4
7
3
3
3
3
8
6
4
3
3
3
9
4
9
5
5
4
3
3
3
3
5
3
3
3
3
3
3
3
3
3
4
3
4
10
3
3
6
3
3
4
3
3
6
3
11
7
4
3
3
3
4
3
6
3
3
3
5
7
7
3
3
4
6
3
4
4
5
3
3
3
12
3
3
3
7
9
3
10
3
3
4
3
3
3
3
4
3
3
3
3
3
3
9
3
3
3
5
7
3
4
3
3
3
3
3
3
3
7
3
3
4
3
3
4
5
3
6
4
3
3
3
3
3
3
3
3
13
3
4
3
4
3
4
9
3
10
3
3
3
5
3
10
32
8
3
3
3
3
7
4
3
7
3
4
3
3
9
3
3
4
3
3
5
3
3
3
5
3
3
7
4
10
3
3
3
6
3
5
3
3
5
3
8
3
3
3
7
5
3
3
3
3
3
3
3
4
3
11
3
3
3
3
4
3
4
7
3
3
4
18
3
6
8
3
3
16
3
3
3
5
3
10
3
3
3
3
3
10
3
3
4
3
4
4
7
4
15
9
3
10
3
3
3
3
3
8
5
3
22
3
3
10
3
4
3
3
3
3
3
3
3
6
3
7
3
3
8
3
4
3
3
3
3
4
5
3
7
6
9
3
3
3
7
3
3
3
4
3
3
3
3
6
5
3
3
3
26
3
3
3
3
3
3
3
3
3
4
3
6
3
29
6
5
3
4
4
3
16
3
4
3
9
3
3
3
6
3
3
3
3
3
3
3
3
4
3
4
3
3
8
3
3
3
3
4
3
6
3
3
6
3
3
4
4
3
5
3
3
4
3
5
3
4
3
3
5
3
6
3
3
3
3
3
3
3
3
3
3
3
3
6
3
3
6
3
3
3
3
13
